p_id,u_id,u_rate,review,review_en
f510,yoni,1,"레드버튼 다른지점 잘 이용해서 신림도 생겼길래 가봤는데
생긴지얼마안되서 알바분들 교육이 덜된건지... 좀 불쾌하고 불편했어요. 설명영상없는 게임이 하고싶어서 설명요청 드렸는데 두번다 설명 할 사람이없다하시고(아예 보드게임에 대해 아는 사람이 없는 느낌ㅎ) 
주문도 잘못나와서 가서 말했더니 뭐가 불만이신지 표정이 매우 불쾌하던데요?..
다른지점이랑 비교되요 별로 다시가고싶지않음.접기",0
f410,yoni,1,"레드버튼 다른지점 잘 이용해서 신림도 생겼길래 가봤는데
생긴지얼마안되서 알바분들 교육이 덜된건지... 좀 불쾌하고 불편했어요. 설명영상없는 게임이 하고싶어서 설명요청 드렸는데 두번다 설명 할 사람이없다하시고(아예 보드게임에 대해 아는 사람이 없는 느낌ㅎ) 
주문도 잘못나와서 가서 말했더니 뭐가 불만이신지 표정이 매우 불쾌하던데요?..
다른지점이랑 비교되요 별로 다시가고싶지않음.접기",0
e27,yook,1,게임 중 문제 푸는데 필요한 물건이 제대로 배치가 안되어있어서 탈출 실패했어요;ㅋㅋ아무리 뒤져도 없어서 물어보려고 해도 인터폰도 없어서 속수무책..; 끝나고 항의했는데 그냥 웃고 넘기셔서 별로였어요~다신 안갈꺼에요^^,"I failed to escape because the stuff I needed to solve the problem in the game was not properly placed.No matter how much I search, I try to ask, but I don't have an intercom, so I can't help it.I complained after it was over, but it wasn't good because you just laughed.I won't go again.^^"
b12,you,4,좋아요,Okay.
a36,you,5,새벽에 ³차로 갔는데 인당 ³만원에 무제한으로 맥주 마시고 볼링 칠 수 있더라구요 예전엔 없었는데 무제한 괜찮은 것 같아요 자주 와야겠어요.,"I went to the third round at dawn, and I could drink beer and bowl for 30,000 won per person. I didn't have it before, but I think unlimited is fine. I'll have to come often."
f27,young,1,"담배냄새나고, 보드게임도 몰라서 설명 못해준다 함","Smells like cigarettes and I don't know board games, so I can't explain."
a213,your love is good to,1,직원이 불친절해서 다신 가고 싶지 않으곳,I don't want to go again because my staff is unkind.
e74,yunjeongC,5,여기서 드디어 방탈출 성공했어요!!! ㅋㅋ 진짜 재밌게 놀았습니다~ ㅋㅋ 다음번에도 새로운걸로 탈출시도해서 꼭 성공해야지 ㅋㅋㅋ 짱짱,We finally managed to escape the room!!! We had a lot of fun. I will try to escape with something new next time and succeed.
c93,yusana,5,"주말마다 딩굴거리면서 편히 쉬고 오는 제 단골 만빵입니다.^^ 만화책도 참 많고, 가격도 참 착하며, 늘 좋은음악에, 페이스북에 매일 신간만화 소식도 올라오고 ~  별 5개 강추합니다.^^*","It's my favorite bread that rolls around every weekend and takes a rest.^^ There are many comic books, nice prices, good music, and news about new comics are posted on Facebook every day~ I strongly recommend 5 stars.^^*"
c103,yusana,5,"주말마다 딩굴거리면서 편히 쉬고 오는 제 단골 만빵입니다.^^ 만화책도 참 많고, 가격도 참 착하며, 늘 좋은음악에, 페이스북에 매일 신간만화 소식도 올라오고 ~  별 5개 강추합니다.^^*","It's my favorite bread that rolls around every weekend and takes a rest.^^ There are many comic books, nice prices, good music, and news about new comics are posted on Facebook every day~ I strongly recommend 5 stars.^^*"
d22,yuta,2,게임 종류가 많은 거는 좋은데 방음이 잘 안돼서 노래 부를 때 좀 민망.. 무엇보다 직원이 우리팀 한테는 처음부터 짜증나는 투로 말하면서 다른 팀 들어올 때 보니까 엄청 산뜻하게 맞이하던데 뭔가요. 그리고 뭐 좀 가져다 먹으려고 할 때마다 아예 대놓고 한숨 계속 쉬는데 그럴거면 음식 비치를 왜 하셨어요. 가격대비 시설은 괜찮았는데 직원 태도가 좀 심합니다.,"It's good to have a lot of games, but it's not soundproofed well, so I'm a little embarrassed when I sing. Most of all, the staff told our team in an irritating way from the start, and when I saw the other team joining, they greeted us very refreshingly. Whenever I try to eat something, I just sigh. Why did you do that? The facilities were good for the price, but the staff's attitude is a bit harsh."
a514,z-er-o,5,"여기 신세계입니다. 볼링, 당구에 그리고 생소한 양궁까지~~~~ 약속시간때문에 잘 못놀았는데 다시 한번 가봐야겠어요~~못하고 온게 너무 많아요^^","This is a new world. Bowling, billiards, and unfamiliar archery.I didn't play well because of the appointment time. I should go again.There are so many things I couldn't do.^^"
a614,z-er-o,5,"여기 신세계입니다. 볼링, 당구에 그리고 생소한 양궁까지~~~~ 약속시간때문에 잘 못놀았는데 다시 한번 가봐야겠어요~~못하고 온게 너무 많아요^^","This is a new world. Bowling, billiards, and unfamiliar archery.I didn't play well because of the appointment time. I should go again.There are so many things I couldn't do.^^"
f187,zero,5,"여기 올 때마다 스노우카노 아니면 스노우토피넛 마십니다 존맛이에요.. 너무 자주 마셔서 이제는 인증 사진도 안 찍는 지경에 달했습니다 엉엉.......  근처에 일 생기면 꼭 와보시고, 시립대생이면 닥치고 스노우카노 제발 마셔주라.. 카페온 모르면 시립대생 취급 안 할거야아아","Every time I come here, I drink a snowcano or a snowtop. It's fucking nuts. I've been drinking so often that I don't even take proof shots anymore. If anything happens near here, make sure you come, and if you're a city college student, shut up and drink a snowcano. If you don't know Caféon, I'm not gonna treat you like a city college student."
a15,zezehi,1,레일정비는하십니까ㅋㅋ레일상태가왜이모양인지 쩝,Are you doing rail maintenance?Why is the rail condition like this?
g2710,zh,2, ,0
a211,zjffltmxj,1,너무 비싸서 못가요,It's too expensive to go.
c182,zzalex,1,최악. 퇴근하고 갔는데 회사원들 밖에 없음. 순간 출근한줄,"Worst of all. I went home after work, but only the office workers. I thought you were on your way to work."
f1712,zzzini,3,분위기는 좋으나 맛은 없고 두 번 갈 정도는 아님 ,"The atmosphere is good, but it's not good enough to go twice."
a57,zzzz,5,회식으루 갔다왔는데 분위기좋아요! 엄청신남ㅋㅋㅋ 앞으로자주갈듯,I've been to a get-together and the atmosphere is great! He's so excited. He's going to keep going forward.
a67,zzzz,5,회식으루 갔다왔는데 분위기좋아요! 엄청신남ㅋㅋㅋ 앞으로자주갈듯,I've been to a get-together and the atmosphere is great! He's so excited. He's going to keep going forward.
f73,~.~,2,조금 아쉬워요,It's a little disappointing.
f51,×_×,1,"사장님은 친절하신데, 담배냄새싫어하시는분들은비추 ㅠ ","The boss is kind, but if you don't like the smell of cigarettes, I don't recommend it."
f41,×_×,1,"사장님은 친절하신데, 담배냄새싫어하시는분들은비추 ㅠ ","The boss is kind, but if you don't like the smell of cigarettes, I don't recommend it."
f414,Ги Хён чхье,1,강아지한테물려써요 우이이유ㅠㅠ,I got bitten by a puppy.
f514,Ги Хён чхье,1,강아지한테물려써요 우이이유ㅠㅠ,I got bitten by a puppy.
f1812,Ḿặgďį ḾøhàḾễd,4,좋아요,Okay.
c1611,Ḿặgďį ḾøhàḾễd,4,좋아요,Okay.
c15,•,1,추워요,It's cold.
c161,‼️,5,분위기 좋음 그림 그리면서 차 마시기 희희,Nice atmosphere. Hee Hee-hee having tea. Hee-hee.
c42,‼️,5,놀거 많음 게임도 가능하구 만화말고 일반 책 들 도 있고 자리도 넓고 재밋음 !! 담엔 음식 도 먹어볼예정,"You can play games with lots of things to play, not cartoons, but regular books, and it's so much fun! I'm going to try some food next time."
c52,‼️,5,놀거 많음 게임도 가능하구 만화말고 일반 책 들 도 있고 자리도 넓고 재밋음 !! 담엔 음식 도 먹어볼예정,"You can play games with lots of things to play, not cartoons, but regular books, and it's so much fun! I'm going to try some food next time."
b10,₌₃۶⁼³ 👉호😎이👈 ۶⁼³₌₃,5,최고예요,It's the best.
f68,◑◑,5,최고예요,It's the best.
e29,☆,5,주차장이랑 도박장 했는데 정말너무재밌어요ㅠㅠ  개인적으로는 도박장이 좀더 재밌던 것 같은데 쥬차장도 재밌었어요,"I did a parking lot and a gambling place, and it was so much fun.Personally, I think the gambling place was more fun, but the assistant manager was also fun."
c71,☆soda,3,순정만화 책 종류가 많진 않네요. 가격은 싼 편이고 괜찮았어요,There aren't many kinds of comic books. The price was pretty cheap. It was fine.
b611,☆★☆★☆,4,장충단공원 어디에 청계천다리가 있나요?,Where is Cheonggyecheon Bridge in Jangchungdan Park?
b511,☆★☆★☆,4,장충단공원 어디에 청계천다리가 있나요?,Where is Cheonggyecheon Bridge in Jangchungdan Park?
f26,☆홍염☆,1,게임이 너무 없어요..ㅜㅜ 백개도 안되는듯.. 왠만한데 다 몇백개 되던데.. 보드카페인데 카드칠것 같은 룸에 조명도 그렇고 술집인줄.... 가격도 홍대보다 비싼듯...ㅜ,"There are so few games.ᅮᅮ듯 Not even a hundred.. It's like hundreds of them all. It's a board cafe, but I thought it was a bar with lights on it. I think the price is more expensive than Hongdae...ᅮ"
e413,☘,5,가격 생각하면 이만한 곳이 없는 것 같아요.재밌었어요,I don't think there's a place like this considering the price.It was fun.
e513,☘,5,가격 생각하면 이만한 곳이 없는 것 같아요.재밌었어요,I don't think there's a place like this considering the price.It was fun.
c213,☺,5,놀숲 많은 지점 가본 사람 평가로 여기 좋은 놀숲임 ㅋㅋ,This is a good forest for people who have been to many places.
c170,♧히데뉨。,1,페북에 뜬 신촌놀숲 가려다 잘못 가본..직원들도 뚱하고... 좁기도 좁고...책도 너무 없고.... 신촌놀숲 다녀와보니 역시 놀숲은 신촌놀숲이 짱인듯.... 대체 이대에 있는게 왜 신촌놀숲 검색하는데 뜨는지 아이러니,"I went to Sinchon Forest on Facebook by mistake.The staff is sullen. It's narrow and...There are too many books... After visiting Sinchon Nol Forest, it seems that Sinchon Nol Forest is the best... It's ironic why it's so popular in Sinchon Nori Forest."
f193,♧히데뉨。,5,오 완전 좋네요~! 같은 놀숲은 많지만 역시 비교불가 급이 다른 클라쓰네요..!! 페북에서 신촌놀궆이 괜히 핫한게 아니였네요..!! 찾아오다 잘못간 이대점은 좁고 불친절하고 그렇던데..감동이에요!!,"Oh, that's great! There are a lot of the same forest, but it's a class that's incomparable. Sinchon Nori was not popular in Facebook for no reason. The branch was small and unkind.I'm touched!!"
f203,♧히데뉨。,5,오 완전 좋네요~! 같은 놀숲은 많지만 역시 비교불가 급이 다른 클라쓰네요..!! 페북에서 신촌놀궆이 괜히 핫한게 아니였네요..!! 찾아오다 잘못간 이대점은 좁고 불친절하고 그렇던데..감동이에요!!,"Oh, that's great! There are a lot of the same forest, but it's a class that's incomparable. Sinchon Nori was not popular in Facebook for no reason. The branch was small and unkind.I'm touched!!"
